Age,Gender,Income_Level,Travel_Companion,Activity_Level,Budget,Target_Destination
34,Female,Medium,Solo,1,Economical,Relaxation/Beach
25,Male,High,Group,3,Luxury,Cultural/Historical
38,Female,Low,Family,3,Economical,Cultural/Historical
35,Male,Medium,Family,1,Luxury,Relaxation/Beach
47,Female,Medium,Group,5,Mid-range,Cultural/Historical
35,Female,Medium,Family,2,Economical,Cultural/Historical
63,Male,High,Family,4,Economical,Cultural/Historical
64,Other,High,Family,5,Mid-range,Party/Nightlife
48,Female,Low,Solo,3,Mid-range,Cultural/Historical
55,Male,Medium,Solo,2,Luxury,Relaxation/Beach
49,Female,Medium,Family,4,Mid-range,Cultural/Historical
28,Female,Medium,Solo,4,Mid-range,Adventure/Nature
62,Male,Medium,Solo,4,Economical,Cultural/Historical
42,Male,Medium,Solo,1,Luxury,Relaxation/Beach
50,Male,Medium,Family,1,Luxury,Relaxation/Beach
55,Male,High,Family,2,Mid-range,Relaxation/Beach
58,Female,Low,Group,3,Economical,Cultural/Historical
25,Female,High,Family,2,Luxury,Relaxation/Beach
28,Male,Medium,Family,3,Luxury,Cultural/Historical
39,Male,Medium,Family,5,Mid-range,Adventure/Nature
41,Male,High,Family,4,Mid-range,Relaxation/Beach
58,Other,Medium,Family,4,Luxury,Cultural/Historical
34,Male,Medium,Group,1,Economical,Adventure/Nature
29,Other,Medium,Group,5,Mid-range,Adventure/Nature
63,Female,Medium,Group,5,Economical,Cultural/Historical
49,Male,High,Group,3,Economical,Cultural/Historical
32,Female,High,Family,5,Luxury,Cultural/Historical
33,Female,Low,Family,1,Mid-range,Relaxation/Beach
39,Female,Low,Family,3,Luxury,Cultural/Historical
45,Other,Medium,Family,2,Mid-range,Relaxation/Beach
37,Male,Low,Group,3,Luxury,Cultural/Historical
50,Male,Medium,Family,2,Mid-range,Relaxation/Beach
27,Female,Low,Group,3,Economical,Cultural/Historical
57,Male,Medium,Solo,4,Luxury,Cultural/Historical
49,Male,Low,Group,2,Economical,Cultural/Historical
50,Male,Medium,Family,1,Mid-range,Relaxation/Beach
19,Male,Medium,Family,2,Mid-range,Relaxation/Beach
50,Female,Medium,Solo,2,Economical,Cultural/Historical
50,Male,High,Group,3,Economical,Cultural/Historical
58,Female,High,Group,4,Luxury,Cultural/Historical
30,Female,Medium,Solo,3,Mid-range,Cultural/Historical
47,Male,Low,Family,3,Mid-range,Cultural/Historical
50,Male,High,Family,4,Mid-range,Cultural/Historical
30,Female,High,Group,3,Mid-range,Cultural/Historical
43,Male,High,Family,4,Luxury,Party/Nightlife
39,Female,Low,Solo,1,Luxury,Relaxation/Beach
56,Female,High,Family,4,Economical,Cultural/Historical
19,Male,Low,Family,5,Mid-range,Adventure/Nature
55,Female,High,Solo,4,Mid-range,Cultural/Historical
56,Female,High,Family,4,Mid-range,Cultural/Historical
43,Male,Low,Group,5,Mid-range,Cultural/Historical
63,Female,High,Group,4,Mid-range,Cultural/Historical
32,Female,Medium,Solo,2,Economical,Cultural/Historical
51,Male,High,Group,3,Mid-range,Cultural/Historical
59,Female,Low,Family,3,Economical,Cultural/Historical
61,Other,High,Solo,1,Economical,Cultural/Historical
57,Other,Low,Solo,1,Luxury,Relaxation/Beach
28,Female,High,Solo,5,Mid-range,Adventure/Nature
20,Female,Medium,Group,2,Mid-range,Cultural/Historical
23,Male,Medium,Solo,1,Economical,Cultural/Historical
26,Other,Low,Solo,3,Luxury,Cultural/Historical
23,Male,High,Group,1,Economical,Relaxation/Beach
26,Female,Low,Family,1,Mid-range,Relaxation/Beach
56,Male,Medium,Group,4,Mid-range,Cultural/Historical
48,Male,Low,Family,1,Luxury,Relaxation/Beach
49,Male,High,Solo,5,Luxury,Cultural/Historical
58,Other,Low,Group,3,Economical,Cultural/Historical
29,Male,Low,Solo,5,Luxury,Party/Nightlife
25,Female,Low,Family,5,Luxury,Cultural/Historical
25,Male,Medium,Family,2,Luxury,Relaxation/Beach
45,Male,Low,Solo,4,Luxury,Cultural/Historical
37,Male,Medium,Group,5,Mid-range,Adventure/Nature
64,Female,High,Family,2,Luxury,Relaxation/Beach
24,Male,High,Solo,3,Mid-range,Cultural/Historical
28,Male,Medium,Group,3,Mid-range,Cultural/Historical
37,Male,Low,Family,2,Economical,Cultural/Historical
33,Male,Medium,Family,5,Economical,Adventure/Nature
21,Other,Low,Family,5,Economical,Adventure/Nature
23,Other,High,Group,4,Luxury,Party/Nightlife
39,Male,Low,Solo,4,Economical,Adventure/Nature
43,Female,Medium,Solo,3,Economical,Cultural/Historical
20,Other,Medium,Family,4,Mid-range,Adventure/Nature
58,Male,High,Solo,2,Mid-range,Relaxation/Beach
59,Female,Low,Family,3,Luxury,Cultural/Historical
31,Other,Medium,Family,5,Mid-range,Adventure/Nature
28,Male,Low,Solo,3,Economical,Cultural/Historical
35,Male,High,Solo,1,Luxury,Relaxation/Beach
29,Other,High,Family,3,Economical,Cultural/Historical
40,Female,Medium,Group,4,Luxury,Adventure/Nature
29,Male,Medium,Family,2,Economical,Party/Nightlife
30,Male,High,Family,5,Luxury,Relaxation/Beach
42,Male,Medium,Solo,5,Economical,Adventure/Nature
62,Female,Medium,Family,4,Luxury,Cultural/Historical
36,Female,Medium,Solo,4,Economical,Adventure/Nature
63,Other,Medium,Family,4,Economical,Cultural/Historical
53,Male,Low,Family,1,Luxury,Relaxation/Beach
62,Female,High,Group,2,Economical,Cultural/Historical
25,Female,Medium,Family,1,Luxury,Relaxation/Beach
46,Male,Low,Group,4,Luxury,Cultural/Historical
49,Male,High,Family,2,Mid-range,Relaxation/Beach
61,Other,Medium,Group,4,Mid-range,Cultural/Historical
35,Female,Low,Family,2,Luxury,Relaxation/Beach
23,Female,Medium,Solo,5,Luxury,Adventure/Nature
35,Female,High,Group,1,Mid-range,Relaxation/Beach
36,Male,High,Solo,4,Economical,Adventure/Nature
39,Female,High,Solo,4,Economical,Adventure/Nature
54,Female,High,Solo,3,Economical,Cultural/Historical
49,Female,Low,Group,5,Mid-range,Cultural/Historical
58,Other,Medium,Solo,4,Luxury,Cultural/Historical
20,Female,High,Group,1,Luxury,Adventure/Nature
45,Male,Medium,Family,5,Luxury,Cultural/Historical
27,Female,Medium,Solo,4,Mid-range,Adventure/Nature
52,Male,Medium,Family,1,Mid-range,Relaxation/Beach
46,Male,Medium,Solo,3,Luxury,Cultural/Historical
32,Male,High,Family,3,Luxury,Cultural/Historical
50,Male,Medium,Family,1,Mid-range,Relaxation/Beach
24,Female,Medium,Family,5,Economical,Adventure/Nature
29,Female,High,Solo,1,Mid-range,Relaxation/Beach
47,Female,Medium,Family,1,Mid-range,Relaxation/Beach
38,Female,Low,Group,3,Economical,Cultural/Historical
48,Male,Medium,Family,3,Mid-range,Cultural/Historical
41,Female,High,Group,3,Economical,Cultural/Historical
37,Male,High,Solo,4,Luxury,Relaxation/Beach
54,Male,High,Group,4,Economical,Cultural/Historical
21,Female,High,Solo,2,Mid-range,Relaxation/Beach
45,Male,Low,Solo,4,Luxury,Cultural/Historical
61,Male,High,Group,5,Mid-range,Cultural/Historical
37,Female,High,Group,5,Luxury,Adventure/Nature
41,Female,Low,Family,3,Luxury,Cultural/Historical
49,Male,Low,Solo,1,Luxury,Relaxation/Beach
58,Other,High,Solo,3,Mid-range,Cultural/Historical
53,Female,High,Family,1,Economical,Cultural/Historical
51,Female,High,Group,3,Mid-range,Cultural/Historical
53,Male,High,Solo,3,Luxury,Cultural/Historical
19,Female,Medium,Group,5,Mid-range,Adventure/Nature
32,Female,Medium,Solo,1,Economical,Cultural/Historical
51,Female,Medium,Group,2,Economical,Cultural/Historical
53,Female,Low,Group,2,Mid-range,Cultural/Historical
23,Male,High,Family,3,Luxury,Cultural/Historical
56,Male,Medium,Family,3,Economical,Cultural/Historical
59,Female,Medium,Group,5,Mid-range,Cultural/Historical
29,Male,Medium,Family,1,Economical,Relaxation/Beach
20,Female,Medium,Family,3,Luxury,Cultural/Historical
62,Male,Low,Family,2,Luxury,Relaxation/Beach
35,Other,Low,Solo,1,Mid-range,Relaxation/Beach
57,Other,Low,Group,3,Economical,Cultural/Historical
38,Male,Low,Solo,1,Economical,Party/Nightlife
32,Male,High,Group,5,Mid-range,Adventure/Nature
50,Female,Low,Solo,2,Mid-range,Relaxation/Beach
52,Other,Low,Family,1,Mid-range,Relaxation/Beach
43,Male,Medium,Solo,2,Luxury,Relaxation/Beach
25,Male,Medium,Solo,3,Luxury,Cultural/Historical
53,Female,Low,Solo,4,Economical,Cultural/Historical
47,Female,High,Family,1,Economical,Cultural/Historical
40,Male,High,Family,2,Mid-range,Relaxation/Beach
59,Female,Low,Group,1,Mid-range,Cultural/Historical
61,Male,Low,Solo,3,Mid-range,Cultural/Historical
31,Male,High,Family,3,Luxury,Cultural/Historical
31,Male,High,Group,2,Economical,Cultural/Historical
19,Male,Medium,Solo,5,Luxury,Relaxation/Beach
54,Male,Low,Family,1,Mid-range,Relaxation/Beach
22,Female,Medium,Family,1,Luxury,Relaxation/Beach
55,Male,Medium,Family,3,Mid-range,Cultural/Historical
62,Male,Low,Solo,1,Luxury,Relaxation/Beach
58,Male,Medium,Family,2,Economical,Cultural/Historical
64,Other,Medium,Solo,4,Luxury,Cultural/Historical
31,Male,Medium,Family,3,Economical,Cultural/Historical
56,Male,High,Group,4,Mid-range,Cultural/Historical
42,Female,High,Family,1,Economical,Party/Nightlife
37,Other,Medium,Family,5,Economical,Adventure/Nature
19,Male,High,Solo,2,Economical,Cultural/Historical
56,Female,Low,Group,1,Economical,Cultural/Historical
23,Female,High,Solo,2,Mid-range,Relaxation/Beach
34,Female,Low,Family,1,Luxury,Relaxation/Beach
42,Male,Low,Group,1,Mid-range,Party/Nightlife
45,Female,Medium,Family,1,Luxury,Relaxation/Beach
19,Male,Medium,Family,3,Economical,Cultural/Historical
52,Female,High,Family,4,Mid-range,Cultural/Historical
54,Female,Medium,Solo,5,Economical,Cultural/Historical
22,Male,Low,Group,4,Economical,Adventure/Nature
18,Female,Medium,Solo,4,Economical,Adventure/Nature
57,Male,Medium,Family,2,Mid-range,Relaxation/Beach
29,Female,Medium,Solo,3,Economical,Cultural/Historical
53,Female,Medium,Group,3,Luxury,Cultural/Historical
62,Male,High,Solo,1,Mid-range,Relaxation/Beach
40,Male,High,Family,4,Luxury,Adventure/Nature
64,Other,High,Family,5,Luxury,Cultural/Historical
48,Male,Low,Family,2,Mid-range,Relaxation/Beach
28,Male,High,Solo,3,Luxury,Cultural/Historical
27,Male,Medium,Family,1,Economical,Party/Nightlife
20,Female,Medium,Solo,5,Luxury,Adventure/Nature
31,Female,Medium,Family,4,Economical,Adventure/Nature
33,Male,High,Family,5,Mid-range,Adventure/Nature
27,Male,High,Family,3,Mid-range,Cultural/Historical
46,Male,High,Solo,2,Luxury,Relaxation/Beach
27,Male,High,Group,4,Luxury,Relaxation/Beach
29,Male,High,Family,2,Economical,Cultural/Historical
47,Female,High,Solo,5,Mid-range,Cultural/Historical
58,Male,Medium,Family,5,Luxury,Cultural/Historical
18,Male,Low,Group,1,Luxury,Adventure/Nature
22,Male,Medium,Solo,4,Economical,Adventure/Nature
37,Other,Low,Family,5,Mid-range,Adventure/Nature
25,Other,Medium,Family,3,Luxury,Party/Nightlife
60,Female,Medium,Solo,3,Luxury,Cultural/Historical
29,Male,Medium,Group,2,Mid-range,Cultural/Historical
18,Male,High,Family,3,Luxury,Cultural/Historical
37,Male,High,Solo,5,Mid-range,Adventure/Nature
45,Male,Low,Group,3,Luxury,Cultural/Historical
60,Female,Medium,Family,4,Mid-range,Cultural/Historical
54,Female,Medium,Group,2,Mid-range,Cultural/Historical
64,Female,Medium,Family,4,Luxury,Cultural/Historical
54,Female,High,Family,5,Economical,Cultural/Historical
29,Male,Medium,Group,5,Luxury,Party/Nightlife
54,Female,Medium,Solo,3,Mid-range,Cultural/Historical
61,Male,High,Group,1,Luxury,Cultural/Historical
45,Male,High,Family,1,Economical,Cultural/Historical
64,Female,Low,Solo,5,Mid-range,Cultural/Historical
32,Male,High,Family,5,Luxury,Party/Nightlife
23,Male,Medium,Solo,2,Luxury,Relaxation/Beach
61,Male,Low,Family,5,Economical,Cultural/Historical
37,Female,Low,Family,5,Economical,Adventure/Nature
31,Female,Medium,Group,2,Mid-range,Cultural/Historical
19,Male,Medium,Solo,4,Mid-range,Adventure/Nature
26,Female,Low,Family,4,Luxury,Party/Nightlife
54,Male,Medium,Solo,2,Mid-range,Relaxation/Beach
37,Male,High,Family,2,Luxury,Relaxation/Beach
43,Female,Low,Family,4,Mid-range,Cultural/Historical
46,Female,Low,Family,4,Economical,Cultural/Historical
18,Other,High,Group,4,Economical,Adventure/Nature
52,Male,Low,Group,4,Mid-range,Cultural/Historical
23,Female,High,Solo,3,Mid-range,Cultural/Historical
54,Female,Medium,Solo,2,Mid-range,Relaxation/Beach
22,Other,Medium,Family,1,Luxury,Relaxation/Beach
50,Male,Low,Family,3,Mid-range,Cultural/Historical
31,Female,Low,Solo,1,Luxury,Relaxation/Beach
29,Female,Low,Family,1,Luxury,Relaxation/Beach
59,Male,Low,Family,5,Economical,Cultural/Historical
37,Female,Medium,Family,2,Luxury,Relaxation/Beach
41,Male,Low,Group,3,Mid-range,Cultural/Historical
60,Female,Medium,Family,2,Mid-range,Relaxation/Beach
51,Female,Medium,Solo,4,Mid-range,Cultural/Historical
42,Female,Low,Solo,2,Luxury,Relaxation/Beach
46,Female,Low,Group,1,Luxury,Cultural/Historical
56,Female,Low,Group,4,Mid-range,Cultural/Historical
48,Male,Low,Family,2,Economical,Cultural/Historical
64,Male,High,Family,2,Mid-range,Relaxation/Beach
60,Female,Medium,Group,1,Economical,Cultural/Historical
40,Male,High,Family,4,Mid-range,Party/Nightlife
61,Male,Medium,Group,1,Luxury,Cultural/Historical
55,Female,Medium,Group,2,Mid-range,Cultural/Historical
37,Male,Medium,Family,3,Economical,Cultural/Historical
40,Male,High,Family,3,Mid-range,Cultural/Historical
62,Female,Low,Solo,5,Mid-range,Cultural/Historical
33,Male,Low,Solo,3,Economical,Cultural/Historical
59,Other,Medium,Group,4,Mid-range,Adventure/Nature
25,Female,Medium,Group,5,Luxury,Party/Nightlife
38,Female,Medium,Family,4,Luxury,Adventure/Nature
18,Male,Medium,Family,3,Mid-range,Cultural/Historical
25,Female,Medium,Solo,3,Mid-range,Cultural/Historical
46,Female,Medium,Solo,2,Economical,Cultural/Historical
49,Female,Medium,Family,4,Luxury,Cultural/Historical
55,Male,High,Family,1,Mid-range,Relaxation/Beach
22,Female,High,Family,2,Luxury,Relaxation/Beach
64,Female,Medium,Solo,4,Luxury,Cultural/Historical
39,Female,Medium,Group,5,Mid-range,Adventure/Nature
64,Female,High,Family,4,Luxury,Cultural/Historical
51,Female,Medium,Group,5,Luxury,Cultural/Historical
18,Female,Medium,Family,5,Mid-range,Adventure/Nature
43,Male,High,Solo,3,Mid-range,Cultural/Historical
60,Female,Medium,Group,1,Luxury,Cultural/Historical
27,Male,Low,Family,4,Economical,Adventure/Nature
47,Male,High,Family,1,Mid-range,Adventure/Nature
35,Male,Low,Family,5,Economical,Adventure/Nature
34,Female,High,Solo,3,Mid-range,Cultural/Historical
43,Male,High,Family,1,Luxury,Relaxation/Beach
25,Female,High,Group,2,Economical,Cultural/Historical
64,Female,Low,Solo,5,Luxury,Cultural/Historical
57,Male,Medium,Solo,2,Economical,Cultural/Historical
29,Male,Medium,Group,1,Luxury,Party/Nightlife
44,Male,Medium,Solo,1,Mid-range,Relaxation/Beach
25,Female,Low,Family,1,Economical,Adventure/Nature
42,Female,Medium,Family,4,Mid-range,Adventure/Nature
63,Female,Medium,Family,5,Luxury,Cultural/Historical
21,Male,Low,Family,5,Mid-range,Adventure/Nature
50,Female,Medium,Solo,5,Luxury,Cultural/Historical
18,Female,High,Solo,4,Mid-range,Adventure/Nature
36,Female,High,Family,1,Economical,Cultural/Historical
48,Female,High,Family,1,Luxury,Relaxation/Beach
33,Male,Medium,Family,2,Mid-range,Relaxation/Beach
31,Male,High,Family,4,Mid-range,Adventure/Nature
22,Male,High,Solo,3,Economical,Cultural/Historical
58,Male,Low,Solo,4,Mid-range,Cultural/Historical
43,Male,Low,Group,2,Luxury,Cultural/Historical
45,Male,Medium,Family,2,Mid-range,Relaxation/Beach
19,Male,Medium,Solo,2,Luxury,Relaxation/Beach
23,Other,Medium,Solo,1,Luxury,Relaxation/Beach
26,Female,Medium,Solo,3,Mid-range,Cultural/Historical
50,Female,High,Solo,2,Mid-range,Relaxation/Beach
58,Female,Medium,Group,5,Luxury,Cultural/Historical
42,Male,Low,Group,1,Luxury,Adventure/Nature
30,Female,High,Group,3,Mid-range,Cultural/Historical
26,Male,Medium,Group,5,Mid-range,Adventure/Nature
30,Female,High,Group,3,Economical,Cultural/Historical
48,Male,Low,Family,3,Economical,Cultural/Historical
58,Other,High,Solo,5,Luxury,Cultural/Historical
28,Male,Low,Group,4,Mid-range,Adventure/Nature
21,Male,Low,Solo,3,Economical,Cultural/Historical
51,Other,Low,Solo,4,Luxury,Cultural/Historical
55,Male,High,Solo,3,Luxury,Cultural/Historical
63,Female,High,Family,5,Luxury,Cultural/Historical
21,Female,Medium,Solo,3,Mid-range,Cultural/Historical
55,Female,High,Solo,2,Mid-range,Party/Nightlife
36,Other,Medium,Family,2,Economical,Cultural/Historical
23,Other,Medium,Group,3,Luxury,Cultural/Historical
51,Male,High,Family,5,Luxury,Cultural/Historical
35,Female,Low,Group,5,Luxury,Party/Nightlife
30,Female,Medium,Solo,1,Luxury,Relaxation/Beach
58,Female,High,Solo,5,Economical,Party/Nightlife
40,Male,High,Family,4,Mid-range,Party/Nightlife
36,Female,High,Family,3,Mid-range,Cultural/Historical
62,Other,High,Family,2,Luxury,Relaxation/Beach
28,Other,Low,Group,5,Economical,Adventure/Nature
18,Male,High,Group,2,Mid-range,Cultural/Historical
41,Male,Medium,Group,1,Economical,Cultural/Historical
24,Male,High,Family,3,Mid-range,Cultural/Historical
42,Female,Medium,Solo,5,Luxury,Adventure/Nature
38,Female,Medium,Family,2,Mid-range,Relaxation/Beach
32,Female,Medium,Solo,5,Luxury,Party/Nightlife
18,Male,Medium,Solo,1,Mid-range,Relaxation/Beach
29,Male,Low,Solo,2,Economical,Relaxation/Beach
24,Female,High,Family,2,Mid-range,Relaxation/Beach
32,Other,High,Solo,3,Luxury,Cultural/Historical
38,Female,Low,Solo,3,Economical,Cultural/Historical
36,Male,High,Family,2,Economical,Cultural/Historical
46,Female,Medium,Family,3,Mid-range,Cultural/Historical
42,Male,Medium,Family,2,Mid-range,Relaxation/Beach
50,Other,Low,Family,4,Mid-range,Cultural/Historical
49,Male,High,Solo,5,Mid-range,Cultural/Historical
52,Female,High,Solo,4,Luxury,Cultural/Historical
61,Male,Medium,Solo,4,Luxury,Cultural/Historical
55,Female,Medium,Group,5,Economical,Cultural/Historical
43,Female,Low,Family,2,Luxury,Relaxation/Beach
28,Female,Medium,Solo,2,Luxury,Relaxation/Beach
52,Male,Low,Solo,3,Luxury,Cultural/Historical
25,Male,Low,Group,1,Mid-range,Relaxation/Beach
63,Male,Medium,Family,2,Mid-range,Relaxation/Beach
31,Female,High,Group,5,Luxury,Relaxation/Beach
27,Male,Medium,Solo,1,Luxury,Relaxation/Beach
19,Female,Low,Solo,5,Mid-range,Adventure/Nature
63,Female,Medium,Group,5,Economical,Cultural/Historical
26,Female,High,Family,5,Mid-range,Adventure/Nature
20,Male,High,Family,1,Economical,Party/Nightlife
38,Female,High,Family,4,Economical,Adventure/Nature
43,Male,Medium,Family,5,Mid-range,Relaxation/Beach
25,Female,High,Family,3,Mid-range,Cultural/Historical
19,Female,Low,Solo,2,Mid-range,Relaxation/Beach
23,Male,Medium,Family,2,Mid-range,Relaxation/Beach
45,Male,Medium,Group,2,Economical,Cultural/Historical
46,Female,Medium,Solo,1,Economical,Cultural/Historical
43,Female,High,Family,3,Economical,Cultural/Historical
42,Male,High,Family,3,Mid-range,Cultural/Historical
29,Female,Low,Group,3,Economical,Cultural/Historical
22,Male,Low,Family,3,Economical,Cultural/Historical
51,Male,Medium,Family,3,Mid-range,Cultural/Historical
54,Other,Low,Group,4,Economical,Cultural/Historical
32,Female,Medium,Group,3,Economical,Cultural/Historical
61,Female,High,Family,3,Luxury,Cultural/Historical
53,Male,High,Family,1,Mid-range,Relaxation/Beach
32,Female,Medium,Solo,1,Luxury,Party/Nightlife
60,Male,High,Family,3,Mid-range,Cultural/Historical
40,Male,Medium,Group,4,Luxury,Party/Nightlife
23,Female,Low,Group,3,Economical,Cultural/Historical
63,Male,Medium,Solo,3,Mid-range,Cultural/Historical
61,Female,Medium,Family,3,Mid-range,Cultural/Historical
60,Female,High,Family,5,Luxury,Cultural/Historical
62,Male,Low,Group,4,Mid-range,Cultural/Historical
38,Male,Medium,Family,2,Luxury,Relaxation/Beach
40,Male,Medium,Family,3,Mid-range,Cultural/Historical
60,Male,High,Solo,2,Luxury,Relaxation/Beach
33,Female,Medium,Family,4,Luxury,Relaxation/Beach
64,Female,High,Solo,3,Luxury,Relaxation/Beach
32,Male,High,Group,2,Luxury,Relaxation/Beach
42,Male,Low,Group,2,Mid-range,Cultural/Historical
53,Female,Medium,Family,4,Economical,Cultural/Historical
28,Female,High,Family,3,Mid-range,Cultural/Historical
32,Male,Medium,Group,5,Economical,Adventure/Nature
21,Male,High,Solo,4,Economical,Adventure/Nature
38,Female,Low,Solo,5,Mid-range,Adventure/Nature
30,Male,Low,Group,3,Luxury,Cultural/Historical
